yearID,bbrefID,Player,Team,WAR
2024,brownhu01,Hunter Brown,HOU,2.8
2024,gibsoky01,Kyle Gibson,STL,0.9
2024,reaco01,Colin Rea,MIL,1.1
2024,blancro01,Ronel Blanco,HOU,4.7
2024,wachami01,Michael Wacha,KCR,3.1
2024,gorema01,MacKenzie Gore,WSN,0.9
2024,grayso01,Sonny Gray,STL,1.6
2024,mortoch02,Charlie Morton,ATL,1.1
2024,taillja01,Jameson Taillon,CHC,2.3
2024,eflinza01,Zach Eflin,2TM,2.8
2024,eflinza01,Zach Eflin,TBR,0.9
2024,eflinza01,Zach Eflin,BAL,1.9
2024,gombeau01,Austin Gomber,COL,2.4
2024,bellobr01,Brayan Bello,BOS,1.2
2024,feltnry01,Ryan Feltner,COL,1.3
2024,flaheja01,Jack Flaherty,2TM,3.3
2024,flaheja01,Jack Flaherty,DET,2.5
2024,flaheja01,Jack Flaherty,LAD,0.8
2024,civalaa01,Aaron Civale,2TM,1.1
2024,civalaa01,Aaron Civale,TBR,0.1
2024,civalaa01,Aaron Civale,MIL,1.0
2024,flexech01,Chris Flexen,CHW,1.6
2024,heanean01,Andrew Heaney,TEX,0.4
2024,litteza01,Zack Littell,TBR,2.8
2024,stromma01,Marcus Stroman,NYY,0.6
2024,gillu01,Luis Gil,NYY,2.9
2024,spencmi01,Mitch Spence,OAK,1.6
2024,livelbe01,Ben Lively,CLE,1.4
2024,parkemi01,Mitchell Parker,WSN,0.9
2024,nelsory01,Ryne Nelson,ARI,1.6
2024,suarera01,Ranger Suárez,PHI,2.9
2024,montafr02,Frankie Montas,2TM,0.6
2024,montafr02,Frankie Montas,CIN,0.6
2024,montafr02,Frankie Montas,MIL,-0.1
2024,greenhu01,Hunter Greene,CIN,6.0
2024,quantca01,Cal Quantrill,COL,1.8
2024,galleza01,Zac Gallen,ARI,2.7
2024,assadja01,Javier Assad,CHC,1.7
2024,waldrma01,Matt Waldron,SDP,0.9
2024,crochga01,Garrett Crochet,CHW,4.1
2024,pivetni01,Nick Pivetta,BOS,1.5
2024,arrigsp01,Spencer Arrighetti,HOU,0.4
2024,falteba01,Bailey Falter,PIT,1.6
2024,martini01,Nick Martinez,CIN,4.0
2024,stonega01,Gavin Stone,LAD,2.1
2024,abbotan01,Andrew Abbott,CIN,3.3
2024,bradlta01,Taj Bradley,TBR,1.7
2024,myersto01,Tobias Myers,MIL,2.6
2024,lopezre01,Reynaldo López,ATL,5.1
2024,ortizlu03,Luis Ortiz,PIT,3.0
2024,ryanjo04,Joe Ryan,MIN,2.5
2024,perezma02,Martín Pérez,2TM,0.9
2024,perezma02,Martín Pérez,PIT,-0.1
2024,perezma02,Martín Pérez,SDP,1.0
2024,steelju01,Justin Steele,CHC,1.9
2024,glasnty01,Tyler Glasnow,LAD,2.2
2024,suareal01,Albert Suárez,BAL,2.4
2024,woodssi01,Simeon Woods Richardson,MIN,2.0
2024,skenepa01,Paul Skenes,PIT,5.8
2024,hendrky01,Kyle Hendricks,CHC,-1.5
2024,lorenmi01,Michael Lorenzen,2TM,2.5
2024,lorenmi01,Michael Lorenzen,TEX,1.3
2024,lorenmi01,Michael Lorenzen,KCR,1.2
2024,pepiory01,Ryan Pepiot,TBR,2.2
2024,kremede01,Dean Kremer,BAL,0.7
2024,marshal01,Alec Marsh,KCR,0.6
2024,estesjo01,Joey Estes,OAK,0.6
2024,cannojo02,Jonathan Cannon,CHW,1.9
2024,harriky01,Kyle Harrison,SFG,0.7
2024,rogertr01,Trevor Rogers,2TM,0.6
2024,rogertr01,Trevor Rogers,MIA,1.0
2024,rogertr01,Trevor Rogers,BAL,-0.4
2024,schwesp01,Spencer Schwellenbach,ATL,2.7
2024,jonesja09,Jared Jones,PIT,1.6
2024,pallaan01,Andre Pallante,STL,1.6
2024,woobr01,Bryan Woo,SEA,2.4
2024,peterda01,David Peterson,NYM,2.9
2024,lynnla01,Lance Lynn,STL,0.2
2024,montgjo01,Jordan Montgomery,ARI,-1.4
2024,rodrigr01,Grayson Rodriguez,BAL,1.6
2024,lodolni01,Nick Lodolo,CIN,1.2
2024,freelky01,Kyle Freeland,COL,0.1
2024,soriajo02,José Soriano,LAA,1.9
2024,maedake01,Kenta Maeda,DET,-1.7
2024,olsonre01,Reese Olson,DET,1.4
2024,irvinco01,Cole Irvin,2TM,-0.6
2024,irvinco01,Cole Irvin,BAL,-0.3
2024,irvinco01,Cole Irvin,MIN,-0.3
2024,hicksjo03,Jordan Hicks,SFG,1.0
2024,urenajo01,José Ureña,TEX,0.4
2024,alexaty01,Tyler Alexander,TBR,0.4
2024,wilsobr02,Bryse Wilson,MIL,0.9
2024,snellbl01,Blake Snell,SFG,2.2
2024,carraca01,Carlos Carrasco,CLE,-1.2
2024,francbo01,Bowden Francis,TOR,1.6
2024,grayjo02,Jon Gray,TEX,0.2
2024,mizeca01,Casey Mize,DET,0.3
2024,paxtoja01,James Paxton,2TM,0.2
2024,paxtoja01,James Paxton,LAD,0.4
2024,paxtoja01,James Paxton,BOS,-0.1
2024,musgrjo01,Joe Musgrove,SDP,1.7
2024,criswco01,Cooper Criswell,BOS,0.6
2024,yarbrry01,Ryan Yarbrough,2TM,1.3
2024,yarbrry01,Ryan Yarbrough,LAD,0.5
2024,yarbrry01,Ryan Yarbrough,TOR,0.9
2024,monteke01,Keider Montero,DET,0.2
2024,vasqura02,Randy Vásquez,SDP,0.5
2024,allenlo02,Logan Allen,CLE,-1.1
2024,cabreed02,Edward Cabrera,MIA,0.3
2024,colege01,Gerrit Cole,NYY,1.9
2024,dunnida01,Dane Dunning,TEX,-0.8
2024,holtoty01,Tyler Holton,DET,3.2
2024,spierca01,Carson Spiers,CIN,-0.1
2024,verlaju01,Justin Verlander,HOU,-0.3
2024,lawde01,Derek Law,WSN,2.0
2024,yamamyo01,Yoshinobu Yamamoto,LAD,1.9
2024,hudsoda02,Dakota Hudson,COL,-0.8
2024,herzdj01,DJ Herz,WSN,0.8
2024,paddach01,Chris Paddack,MIN,0.5
2024,detmere01,Reid Detmers,LAA,-1.1
2024,fulmeca01,Carson Fulmer,LAA,0.8
2024,rodriya01,Yariel Rodríguez,TOR,0.0
2024,weathry01,Ryan Weathers,MIA,1.9
2024,liberma01,Matthew Liberatore,STL,0.3
2024,schmicl01,Clarke Schmidt,NYY,1.9
2024,stripro01,Ross Stripling,OAK,-1.1
2024,weavelu01,Luke Weaver,NYY,1.8
2024,walketa01,Taijuan Walker,PHI,-1.5
2024,munozro01,Roddery Muñoz,MIA,-1.2
2024,avilape01,Pedro Avila,2TM,0.4
2024,avilape01,Pedro Avila,SDP,-0.2
2024,avilape01,Pedro Avila,CLE,0.6
2024,darviyu01,Yu Darvish,SDP,2.0
2024,hjellse01,Sean Hjelle,SFG,0.6
2024,walkery01,Ryan Walker,SFG,2.8
2024,povicca01,Cade Povich,BAL,-0.2
2024,sandopa02,Patrick Sandoval,LAA,0.0
2024,sorokmi01,Michael Soroka,CHW,0.6
2024,bazsh01,Shane Baz,TBR,2.2
2024,tonkimi01,Michael Tonkin,3TM,-0.2
2024,tonkimi01,Michael Tonkin,2TM,0.7
2024,tonkimi01,Michael Tonkin,NYM,-0.8
2024,tonkimi01,Michael Tonkin,MIN,0.2
2024,tonkimi01,Michael Tonkin,NYY,0.5
2024,akinke01,Keegan Akin,BAL,1.2
2024,abreubr01,Bryan Abreu,HOU,1.8
2024,megilty01,Tylor Megill,NYM,0.5
2024,ashcrgr01,Graham Ashcraft,CIN,0.3
2024,ceccosl01,Slade Cecconi,ARI,-1.1
2024,bradfco01,Cody Bradford,TEX,0.9
2024,williga01,Gavin Williams,CLE,-0.1
2024,winckjo01,Josh Winckowski,BOS,0.2
2024,mckentr01,Triston McKenzie,CLE,-0.5
2024,buehlwa01,Walker Buehler,LAD,-1.1
2024,smithca06,Cade Smith,CLE,2.4
2024,blackpa01,Paul Blackburn,2TM,0.5
2024,blackpa01,Paul Blackburn,OAK,0.7
2024,blackpa01,Paul Blackburn,NYM,-0.2
2024,gaddihu01,Hunter Gaddis,CLE,2.6
2024,claseem01,Emmanuel Clase,CLE,4.4
2024,buttojo01,José Buttó,NYM,2.2
2024,rossjo01,Joe Ross,MIL,0.5
2024,kellyme01,Merrill Kelly,ARI,1.1
2024,vodnivi01,Victor Vodnik,COL,0.9
2024,adamja01,Jason Adam,2TM,2.6
2024,adamja01,Jason Adam,TBR,1.2
2024,adamja01,Jason Adam,SDP,1.4
2024,shustja01,Jared Shuster,CHW,1.0
2024,strichu01,Hunter Strickland,LAA,1.0
2024,martiju01,Justin Martínez,ARI,1.9
2024,harriho03,Hogan Harris,OAK,1.9
2024,thorntr01,Trent Thornton,SEA,0.3
2024,banksta01,Tanner Banks,2TM,0.1
2024,banksta01,Tanner Banks,CHW,-0.1
2024,banksta01,Tanner Banks,PHI,0.2
2024,birdsha01,Hayden Birdsong,SFG,0.3
2024,roberda08,David Robertson,TEX,1.5
2024,scottta01,Tanner Scott,2TM,3.7
2024,scottta01,Tanner Scott,MIA,3.0
2024,scottta01,Tanner Scott,SDP,0.7
2024,santade01,Dennis Santana,2TM,0.9
2024,santade01,Dennis Santana,NYY,-0.4
2024,santade01,Dennis Santana,PIT,1.3
2024,blachty01,Ty Blach,COL,-0.6
2024,sandsco01,Cole Sands,MIN,1.3
2024,pukaj01,A.J. Puk,2TM,1.2
2024,pukaj01,A.J. Puk,MIA,-0.1
2024,pukaj01,A.J. Puk,ARI,1.3
2024,farmebu01,Buck Farmer,CIN,1.7
2024,haderjo01,Josh Hader,HOU,0.7
2024,jaxgr01,Griffin Jax,MIN,2.8
2024,kellyke02,Kevin Kelly,TBR,1.7
2024,kittran01,Andrew Kittredge,STL,1.5
2024,cronide01,Declan Cronin,MIA,0.2
2024,rogerty01,Tyler Rogers,SFG,1.5
2024,vestwi01,Will Vest,DET,1.6
2024,ginkeke01,Kevin Ginkel,ARI,0.8
2024,beeksja02,Jalen Beeks,2TM,0.1
2024,beeksja02,Jalen Beeks,COL,0.2
2024,beeksja02,Jalen Beeks,PIT,-0.1
2024,housead01,Adrian Houser,NYM,-0.9
2024,iglesra01,Raisel Iglesias,ATL,2.9
2024,knackla01,Landon Knack,LAD,1.0
2024,bellova01,Valente Bellozo,MIA,1.4
2024,jimenjo02,Joe Jiménez,ATL,1.8
2024,scottta02,Tayler Scott,HOU,1.7
2024,florody01,Dylan Floro,2TM,0.8
2024,florody01,Dylan Floro,WSN,1.6
2024,florody01,Dylan Floro,ARI,-0.8
2024,holmegr01,Grant Holmes,ATL,1.1
2024,contrro01,Roansy Contreras,2TM,0.4
2024,contrro01,Roansy Contreras,PIT,0.1
2024,contrro01,Roansy Contreras,LAA,0.3
2024,briesbe01,Beau Brieske,DET,0.7
2024,wesneha01,Hayden Wesneski,CHC,-0.3
2024,kopecmi01,Michael Kopech,2TM,1.4
2024,kopecmi01,Michael Kopech,CHW,0.3
2024,kopecmi01,Michael Kopech,LAD,1.1
2024,milleer01,Erik Miller,SFG,0.4
2024,wentzjo01,Joey Wentz,2TM,0.1
2024,wentzjo01,Joey Wentz,DET,-0.4
2024,wentzjo01,Joey Wentz,PIT,0.5
2024,hillti01,Tim Hill,2TM,0.4
2024,hillti01,Tim Hill,CHW,-0.4
2024,hillti01,Tim Hill,NYY,0.8
2024,junisja01,Jakob Junis,2TM,1.8
2024,junisja01,Jakob Junis,MIL,0.6
2024,junisja01,Jakob Junis,CIN,1.2
2024,cruzfe01,Fernando Cruz,CIN,0.3
2024,fernary01,Ryan Fernandez,STL,0.9
2024,leclejo01,José Leclerc,TEX,-0.2
2024,luzarje01,Jesús Luzardo,MIA,0.6
2024,willitr01,Trevor Williams,WSN,2.5
2024,armstsh01,Shawn Armstrong,3TM,-0.3
2024,armstsh01,Shawn Armstrong,2TM,0.2
2024,armstsh01,Shawn Armstrong,TBR,-0.5
2024,armstsh01,Shawn Armstrong,STL,0.2
2024,armstsh01,Shawn Armstrong,CHC,0.0
2024,helslry01,Ryan Helsley,STL,2.8
2024,hoffmje02,Jeff Hoffman,PHI,2.2
2024,thompry02,Ryan Thompson,ARI,1.0
2024,vesiaal01,Alex Vesia,LAD,1.8
2024,pearsna01,Nate Pearson,2TM,-0.1
2024,pearsna01,Nate Pearson,TOR,-0.6
2024,pearsna01,Nate Pearson,CHC,0.5
2024,barneja01,Jacob Barnes,WSN,0.1
2024,herriti01,Tim Herrin,CLE,1.7
2024,suterbr01,Brent Suter,CIN,1.4
2024,kochaja01,Jack Kochanowicz,LAA,0.8
2024,richatr01,Trevor Richards,2TM,-0.3
2024,richatr01,Trevor Richards,TOR,-0.4
2024,richatr01,Trevor Richards,MIN,0.1
2024,millema03,Mason Miller,OAK,2.5
2024,suarero01,Robert Suarez,SDP,2.1
2024,milneho01,Hoby Milner,MIL,-0.6
2024,festada01,David Festa,MIN,0.5
2024,kinlety01,Tyler Kinley,COL,-0.2
2024,delosen01,Enyel De Los Santos,3TM,0.1
2024,delosen01,Enyel De Los Santos,2TM,-0.2
2024,delosen01,Enyel De Los Santos,SDP,0.3
2024,delosen01,Enyel De Los Santos,NYY,-0.6
2024,delosen01,Enyel De Los Santos,CHW,0.4
2024,matonph01,Phil Maton,2TM,0.9
2024,matonph01,Phil Maton,TBR,0.2
2024,matonph01,Phil Maton,NYM,0.7
2024,finneky01,Kyle Finnegan,WSN,1.0
2024,morejad01,Adrián Morejón,SDP,1.3
2024,bidoos01,Osvaldo Bido,OAK,1.6
2024,chaveje01,Jesse Chavez,ATL,0.6
2024,weissgr01,Greg Weissert,BOS,0.5
2024,holmecl01,Clay Holmes,NYY,0.6
2024,hudsoda01,Daniel Hudson,LAD,0.6
2024,kerkeor01,Orion Kerkering,PHI,1.7
2024,cabrege01,Génesis Cabrera,TOR,-0.1
2024,matsuyu01,Yuki Matsui,SDP,0.8
2024,strahma01,Matt Strahm,PHI,2.6
2024,hudsobr01,Bryan Hudson,MIL,2.4
2024,koenija01,Jared Koenig,MIL,1.5
2024,millety01,Tyson Miller,2TM,1.4
2024,millety01,Tyson Miller,SEA,0.1
2024,millety01,Tyson Miller,CHC,1.3
2024,alvarjo03,José Alvarado,PHI,0.4
2024,chapmar01,Aroldis Chapman,PIT,0.4
2024,yateski01,Kirby Yates,TEX,3.1
2024,erceglu01,Lucas Erceg,2TM,1.2
2024,erceglu01,Lucas Erceg,OAK,0.5
2024,erceglu01,Lucas Erceg,KCR,0.7
2024,lambepe01,Peter Lambert,COL,-0.4
2024,estraje01,Jeremiah Estrada,SDP,1.2
2024,vothau01,Austin Voth,SEA,-0.2
2024,hancoem01,Emerson Hancock,SEA,-0.6
2024,canoye01,Yennier Cano,BAL,1.0
2024,cleavga01,Garrett Cleavinger,TBR,0.8
2024,foleyja01,Jason Foley,DET,0.9
2024,kingjo01,John King,STL,0.8
2024,rogerta01,Taylor Rogers,SFG,1.1
2024,garciro04,Robert Garcia,WSN,-0.1
2024,lawreju01,Justin Lawrence,COL,-1.6
2024,leedy01,Dylan Lee,ATL,1.3
2024,mantijo01,Joe Mantiply,ARI,0.6
2024,molinan01,Anthony Molina,COL,-0.5
2024,jarvibr01,Bryce Jarvis,ARI,0.8
2024,munozan01,Andrés Muñoz,SEA,2.1
2024,nerishe01,Hector Neris,2TM,-0.2
2024,nerishe01,Hector Neris,CHC,0.0
2024,nerishe01,Hector Neris,HOU,-0.2
2024,dovalca01,Camilo Doval,SFG,-0.5
2024,payamjo01,Joel Payamps,MIL,1.1
2024,romerjo01,JoJo Romero,STL,0.8
2024,garcilu03,Luis García,2TM,-0.4
2024,garcilu03,Luis García,LAA,0.3
2024,garcilu03,Luis García,BOS,-0.6
2024,smylydr01,Drew Smyly,CHC,0.1
2024,dominse01,Seranthony Domínguez,2TM,0.2
2024,dominse01,Seranthony Domínguez,PHI,-0.1
2024,dominse01,Seranthony Domínguez,BAL,0.3
2024,alcaljo01,Jorge Alcala,MIN,1.4
2024,stratch01,Chris Stratton,KCR,-0.8
2024,anderch01,Chase Anderson,2TM,-0.7
2024,anderch01,Chase Anderson,BOS,-0.5
2024,anderch01,Chase Anderson,TEX,-0.2
2024,baumami01,Mike Baumann,5TM,-0.6
2024,baumami01,Mike Baumann,3TM,-0.4
2024,baumami01,Mike Baumann,2TM,-0.3
2024,baumami01,Mike Baumann,BAL,0.2
2024,baumami01,Mike Baumann,SEA,-0.4
2024,baumami01,Mike Baumann,SFG,-0.1
2024,baumami01,Mike Baumann,LAA,-0.2
2024,baumami01,Mike Baumann,MIA,-0.2
2024,leitema02,Mark Leiter Jr.,2TM,-0.5
2024,leitema02,Mark Leiter Jr.,CHC,-0.4
2024,leitema02,Mark Leiter Jr.,NYY,-0.1
2024,bednada01,David Bednar,PIT,-0.9
2024,sandlni01,Nick Sandlin,CLE,-0.1
2024,mearsni01,Nick Mears,2TM,-0.4
2024,mearsni01,Nick Mears,COL,0.0
2024,mearsni01,Nick Mears,MIL,-0.4
2024,faedoal01,Alex Faedo,DET,0.7
2024,garrere01,Reed Garrett,NYM,0.2
2024,meyerma01,Max Meyer,MIA,-0.2
2024,kellyza01,Zack Kelly,BOS,0.4
2024,mcartja01,James McArthur,KCR,-0.6
2024,mcfartj01,T.J. McFarland,OAK,0.6
2024,pressry01,Ryan Pressly,HOU,0.4
2024,webbja01,Jacob Webb,BAL,1.0
2024,diazal03,Alexis Díaz,CIN,0.5
2024,johnspi01,Pierce Johnson,ATL,0.7
2024,chafian01,Andrew Chafin,2TM,0.5
2024,chafian01,Andrew Chafin,DET,0.5
2024,chafian01,Andrew Chafin,TEX,-0.1
2024,smithbu03,Burch Smith,2TM,-0.2
2024,smithbu03,Burch Smith,MIA,0.3
2024,smithbu03,Burch Smith,BAL,-0.4
2024,millebo06,Bobby Miller,LAD,-1.9
2024,ottavad01,Adam Ottavino,NYM,0.0
2024,millesh01,Shelby Miller,DET,0.1
2024,brownbe02,Ben Brown,CHC,0.9
2024,bummeaa01,Aaron Bummer,ATL,0.6
2024,slateju01,Justin Slaten,BOS,0.8
2024,winnke01,Keaton Winn,SFG,-1.1
2024,brebbjo01,John Brebbia,2TM,-0.5
2024,brebbjo01,John Brebbia,CHW,-0.6
2024,brebbjo01,John Brebbia,ATL,0.1
2024,stanery01,Ryne Stanek,2TM,-0.6
2024,stanery01,Ryne Stanek,SEA,-0.4
2024,stanery01,Ryne Stanek,NYM,-0.2
2024,barlosc01,Scott Barlow,CLE,0.2
2024,estevca01,Carlos Estévez,2TM,2.2
2024,estevca01,Carlos Estévez,LAA,1.5
2024,estevca01,Carlos Estévez,PHI,0.6
2024,janseke01,Kenley Jansen,BOS,1.2
2024,nicolky01,Kyle Nicolas,PIT,0.2
2024,phillev01,Evan Phillips,LAD,-0.5
2024,duranjh01,Jhoan Duran,MIN,0.2
2024,turnbsp01,Spencer Turnbull,PHI,1.3
2024,ferguca01,Caleb Ferguson,2TM,-0.5
2024,ferguca01,Caleb Ferguson,NYY,-0.7
2024,ferguca01,Caleb Ferguson,HOU,0.2
2024,diazed04,Edwin Díaz,NYM,0.5
2024,fauchca01,Calvin Faucher,MIA,0.9
2024,perezci01,Cionel Pérez,BAL,-0.1
2024,zerpaan01,Angel Zerpa,KCR,0.5
2024,hoeinbr01,Bryan Hoeing,2TM,1.6
2024,hoeinbr01,Bryan Hoeing,MIA,0.7
2024,hoeinbr01,Bryan Hoeing,SDP,0.8
2024,anderju01,Justin Anderson,CHW,0.5
2024,greench03,Chad Green,TOR,0.8
2024,kuhlch01,Chad Kuhl,CHW,0.2
2024,bendean01,Anthony Bender,MIA,0.7
2024,jackslu01,Luke Jackson,2TM,-0.3
2024,jackslu01,Luke Jackson,SFG,-0.2
2024,jackslu01,Luke Jackson,ATL,-0.1
2024,lopezjo02,Jorge López,2TM,0.9
2024,lopezjo02,Jorge López,NYM,0.3
2024,lopezjo02,Jorge López,CHC,0.6
2024,sotogr01,Gregory Soto,2TM,0.3
2024,sotogr01,Gregory Soto,PHI,0.4
2024,sotogr01,Gregory Soto,BAL,-0.1
2024,martise01,Seth Martinez,HOU,0.5
2024,kimbrcr01,Craig Kimbrel,BAL,-1.0
2024,rodrira02,Randy Rodríguez,SFG,-0.2
2024,suarejo01,José Suarez,LAA,-0.6
2024,schrejo01,John Schreiber,KCR,0.4
2024,brazohu01,Huascar Brazobán,2TM,0.2
2024,brazohu01,Huascar Brazobán,MIA,0.3
2024,brazohu01,Huascar Brazobán,NYM,-0.1
2024,ferguty01,Tyler Ferguson,OAK,0.7
2024,holdeco01,Colin Holderman,PIT,0.7
2024,pegueel01,Elvis Peguero,MIL,0.4
2024,bernabr01,Brennan Bernardino,BOS,0.3
2024,grovemi01,Michael Grove,LAD,-0.6
2024,raineta01,Tanner Rainey,WSN,0.1
2024,ruizjo01,José Ruiz,PHI,0.6
2024,mlodzca01,Carmen Mlodzinski,PIT,0.8
2024,harvehu01,Hunter Harvey,2TM,0.0
2024,harvehu01,Hunter Harvey,WSN,0.1
2024,harvehu01,Hunter Harvey,KCR,-0.2
2024,rouppla01,Landen Roupp,SFG,0.6
2024,martida03,Davis Martin,CHW,0.9
2024,rodried05,Eduardo Rodríguez,ARI,0.2
2024,bandaan01,Anthony Banda,LAD,0.7
2024,elderbr01,Bryce Elder,ATL,-0.7
2024,nardian01,Andrew Nardi,MIA,0.0
2024,varlalo01,Louis Varland,MIN,-1.3
2024,priesqu01,Quinn Priester,2TM,-0.1
2024,priesqu01,Quinn Priester,PIT,-0.3
2024,priesqu01,Quinn Priester,BOS,0.2
2024,mulleky01,Kyle Muller,OAK,0.4
2024,simslu01,Lucas Sims,2TM,0.5
2024,simslu01,Lucas Sims,CIN,0.8
2024,simslu01,Lucas Sims,BOS,-0.3
2024,bivensp01,Spencer Bivens,SFG,0.6
2024,leahyky01,Kyle Leahy,STL,0.2
2024,moorema02,Matt Moore,LAA,-0.5
2024,popza01,Zach Pop,TOR,-1.3
2024,boylejo01,Joe Boyle,OAK,-0.5
2024,scottch01,Christian Scott,NYM,0.2
2024,thielca01,Caleb Thielbar,MIN,-0.6
2024,kolekst01,Stephen Kolek,SDP,-0.2
2024,treinbl01,Blake Treinen,LAD,1.6
2024,wilsoju10,Justin Wilson,CIN,-0.2
2024,megiltr01,Trevor Megill,MIL,1.2
2024,wicksjo01,Jordan Wicks,CHC,-0.5
2024,littlbr02,Brendon Little,TOR,0.2
2024,dubinsh01,Shawn Dubin,HOU,0.0
2024,fairbpe01,Pete Fairbanks,TBR,0.8
2024,hurtebr01,Brant Hurter,DET,1.3
2024,ramiryo01,Yohan Ramírez,4TM,-1.0
2024,ramiryo01,Yohan Ramírez,2TM,-0.8
2024,ramiryo01,Yohan Ramírez,2TM,-0.2
2024,ramiryo01,Yohan Ramírez,NYM,-0.2
2024,ramiryo01,Yohan Ramírez,BAL,0.0
2024,ramiryo01,Yohan Ramírez,LAD,-0.6
2024,ramiryo01,Yohan Ramírez,BOS,-0.2
2024,martich02,Chris Martin,BOS,0.1
2024,matzst01,Steven Matz,STL,-0.2
2024,thorpdr01,Drew Thorpe,CHW,0.1
2024,britojh01,Jhony Brito,SDP,0.2
2024,latzja01,Jacob Latz,TEX,0.2
2024,lynchda02,Daniel Lynch IV,KCR,0.8
2024,scherma01,Max Scherzer,TEX,0.3
2024,hernajo02,Jonathan Hernández,2TM,-0.5
2024,hernajo02,Jonathan Hernández,TEX,-0.4
2024,hernajo02,Jonathan Hernández,SEA,-0.1
2024,halldl01,DL Hall,MIL,-0.2
2024,hodgepo01,Porter Hodge,CHC,1.3
2024,booseca01,Cam Booser,BOS,0.7
2024,kahnlto01,Tommy Kahnle,NYY,0.8
2024,longsa01,Sam Long,KCR,0.6
2024,mayzati01,Tim Mayza,2TM,-1.2
2024,mayzati01,Tim Mayza,TOR,-1.2
2024,mayzati01,Tim Mayza,NYY,0.0
2024,curryxz01,Xzavion Curry,2TM,0.1
2024,curryxz01,Xzavion Curry,CLE,-0.3
2024,curryxz01,Xzavion Curry,MIA,0.5
2024,ollerad01,Adam Oller,MIA,0.2
2024,morgael01,Eli Morgan,CLE,1.1
2024,mccauda01,Darren McCaughan,2TM,-0.5
2024,mccauda01,Darren McCaughan,MIA,-0.3
2024,mccauda01,Darren McCaughan,CLE,-0.2
2024,snideco01,Collin Snider,SEA,1.0
2024,ucetaed01,Edwin Uceta,TBR,1.9
2024,weemsjo01,Jordan Weems,WSN,-1.0
2024,adamsau02,Austin Adams,OAK,0.5
2024,smithwi04,Will Smith,KCR,-0.9
2024,kellebr01,Brad Keller,2TM,-0.3
2024,kellebr01,Brad Keller,CHW,0.1
2024,kellebr01,Brad Keller,BOS,-0.4
2024,tinocje01,Jesús Tinoco,3TM,1.0
2024,tinocje01,Jesús Tinoco,2TM,1.3
2024,tinocje01,Jesús Tinoco,TEX,-0.3
2024,tinocje01,Jesús Tinoco,CHC,0.1
2024,tinocje01,Jesús Tinoco,MIA,1.1
2024,birdja01,Jake Bird,COL,0.4
2024,medinlu02,Luis Medina,OAK,0.3
2024,boydma01,Matthew Boyd,CLE,0.7
2024,sewalpa01,Paul Sewald,ARI,0.2
2024,bradiky01,Kyle Bradish,BAL,1.1
2024,swanser01,Erik Swanson,TOR,-0.3
2024,woodal02,Alex Wood,OAK,-0.2
2024,garciyi01,Yimi García,2TM,0.5
2024,garciyi01,Yimi García,TOR,0.7
