playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,WAR
farmeky01,2023,1,MIN,AL,120,336,49,86,14,2,11,46.0,2.0,4.0,23,86.0,0.0,8.0,0.0,2.0,7.0,1.7
farmeky01,2024,1,MIN,AL,107,215,26,46,13,1,5,25.0,3.0,5.0,19,49.0,1.0,6.0,0.0,2.0,6.0,-0.3
farmeky01,2025,1,COL,NL,97,277,24,63,14,0,8,31.0,0.0,1.0,17,66.0,0.0,4.0,0.0,2.0,9.0,-0.8
feddeer01,2021,1,WAS,NL,29,36,0,0,0,0,0,1.0,0.0,0.0,1,14.0,0.0,0.0,5.0,1.0,0.0,-0.4
feduchu01,2024,1,LAN,NL,5,12,2,4,0,0,0,1.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0,0.1
feduchu01,2025,1,LAN,NL,2,2,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
feduchu01,2025,2,TBA,AL,36,86,5,13,5,0,0,8.0,1.0,0.0,14,28.0,0.0,0.0,0.0,2.0,0.0,-0.5
felicma01,2022,1,MIL,NL,2,4,0,1,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
feltnry01,2021,1,COL,NL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fermifr01,2022,1,KCA,AL,3,7,1,0,0,0,0,0.0,0.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,-0.2
fermifr01,2023,1,KCA,AL,70,217,26,61,10,1,9,32.0,0.0,0.0,13,50.0,0.0,1.0,1.0,3.0,11.0,1.6
fermifr01,2024,1,KCA,AL,111,339,40,92,14,0,6,36.0,2.0,0.0,23,66.0,1.0,2.0,1.0,3.0,10.0,3.1
fermifr01,2025,1,KCA,AL,67,192,17,49,7,0,3,12.0,1.0,2.0,13,37.0,1.0,2.0,1.0,0.0,2.0,1.1
fermifr01,2025,2,SDN,NL,42,127,15,31,6,0,2,14.0,0.0,0.0,6,28.0,0.0,0.0,6.0,0.0,3.0,0.9
fermijo01,2023,1,SLN,NL,21,51,2,12,1,0,0,4.0,0.0,1.0,6,8.0,0.0,2.0,2.0,0.0,1.0,0.1
fermijo01,2024,1,SLN,NL,45,71,7,11,1,1,0,4.0,2.0,1.0,7,11.0,0.0,1.0,0.0,0.0,3.0,-0.6
fermijo01,2025,1,SLN,NL,30,60,5,17,5,0,1,9.0,2.0,2.0,8,10.0,0.0,1.0,1.0,0.0,0.0,0.8
fernaju01,2021,1,SLN,NL,18,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fernaya01,2025,1,COL,NL,52,138,13,31,5,0,4,11.0,0.0,0.0,8,44.0,0.0,0.0,0.0,1.0,4.0,-0.8
fishede01,2020,1,TOR,AL,16,31,5,7,2,1,1,7.0,0.0,1.0,7,11.0,0.0,0.0,0.0,1.0,0.0,-0.4
fishede01,2021,1,MIL,NL,4,8,1,2,0,1,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fitzgry01,2025,1,MIN,AL,24,46,10,9,0,0,4,9.0,1.0,0.0,7,8.0,0.0,0.0,0.0,0.0,0.0,0.2
fitzgty01,2023,1,SFN,NL,10,32,3,7,2,0,2,5.0,2.0,0.0,2,10.0,0.0,0.0,0.0,0.0,0.0,0.2
fitzgty01,2024,1,SFN,NL,96,314,53,88,19,2,15,34.0,17.0,4.0,22,108.0,0.0,4.0,0.0,1.0,2.0,2.7
fitzgty01,2025,1,SFN,NL,72,217,19,47,10,1,4,14.0,9.0,4.0,17,70.0,0.0,2.0,6.0,1.0,3.0,0.9
flaheja01,2021,1,SLN,NL,17,17,2,2,0,0,1,3.0,0.0,0.0,5,7.0,0.0,0.0,3.0,1.0,0.0,0.3
flemijo01,2021,1,TBA,AL,26,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fletcda02,2020,1,LAA,AL,49,207,31,66,13,0,3,18.0,2.0,1.0,20,25.0,0.0,0.0,1.0,2.0,4.0,1.9
fletcda02,2021,1,LAA,AL,157,626,74,164,27,3,2,47.0,15.0,3.0,31,60.0,1.0,1.0,6.0,1.0,10.0,1.6
fletcda02,2022,1,LAA,AL,61,216,20,55,9,1,2,17.0,1.0,0.0,7,16.0,0.0,3.0,2.0,0.0,6.0,1.1
fletcda02,2023,1,LAA,AL,33,89,7,22,1,0,2,12.0,0.0,0.0,7,9.0,1.0,0.0,1.0,0.0,2.0,0.1
fletcda02,2024,1,ATL,NL,5,8,0,2,0,0,0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
fletcdo01,2023,1,ARI,NL,28,93,10,28,5,1,2,14.0,0.0,2.0,7,22.0,1.0,0.0,2.0,0.0,0.0,0.7
fletcdo01,2024,1,CHA,AL,72,223,14,46,8,0,1,17.0,0.0,0.0,11,58.0,1.0,3.0,2.0,1.0,5.0,-0.4
fletcdo01,2025,1,CHA,AL,12,32,5,7,5,0,1,2.0,1.0,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0,0.3
flexech01,2021,1,SEA,AL,31,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
florera03,2025,1,PIT,NL,7,15,0,3,2,0,0,0.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,0.0,-0.1
florewi01,2020,1,SFN,NL,55,198,30,53,11,1,12,32.0,1.0,0.0,13,36.0,1.0,1.0,0.0,1.0,5.0,1.2
florewi01,2021,1,SFN,NL,139,389,57,102,16,1,18,53.0,1.0,0.0,41,56.0,0.0,3.0,0.0,3.0,11.0,1.8
florewi01,2022,1,SFN,NL,151,525,72,120,28,1,19,71.0,0.0,0.0,59,103.0,1.0,11.0,0.0,7.0,7.0,0.9
florewi01,2023,1,SFN,NL,126,405,51,115,22,0,23,60.0,0.0,0.0,41,63.0,1.0,5.0,0.0,3.0,13.0,2.7
florewi01,2024,1,SFN,NL,71,214,19,44,12,0,4,26.0,0.0,0.0,20,33.0,1.0,3.0,0.0,5.0,5.0,-0.6
florewi01,2025,1,SFN,NL,125,419,44,101,10,0,16,71.0,1.0,0.0,34,88.0,0.0,7.0,0.0,3.0,14.0,0.3
flories01,2020,1,NYA,AL,1,3,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
flories01,2021,1,NYA,AL,11,20,3,6,2,0,1,2.0,1.0,0.0,5,6.0,0.0,0.0,0.0,0.0,0.0,0.3
flories01,2022,1,NYA,AL,17,31,4,3,0,0,0,1.0,2.0,0.0,3,13.0,0.0,1.0,0.0,0.0,0.0,-0.5
flories01,2023,1,NYA,AL,19,61,5,14,3,1,0,8.0,3.0,0.0,7,20.0,0.0,2.0,0.0,1.0,0.0,0.0
flories01,2024,1,CLE,AL,36,98,11,17,6,2,3,11.0,2.0,1.0,11,41.0,0.0,1.0,1.0,0.0,2.0,0.1
flowety01,2020,1,ATL,NL,22,69,5,15,6,0,1,5.0,0.0,0.0,8,34.0,0.0,3.0,0.0,0.0,1.0,0.4
foltymi01,2021,1,TEX,AL,28,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
fordha01,2025,1,SEA,AL,8,6,1,1,0,0,0,1.0,0.0,0.0,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
fordmi01,2020,1,NYA,AL,29,74,5,10,4,0,2,11.0,0.0,0.0,7,16.0,0.0,2.0,0.0,1.0,4.0,-0.5
fordmi01,2021,1,NYA,AL,22,60,6,8,0,0,3,5.0,0.0,0.0,11,23.0,1.0,1.0,0.0,0.0,1.0,-0.2
fordmi01,2022,1,SFN,NL,1,4,0,1,0,0,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fordmi01,2022,2,SEA,AL,16,29,1,5,1,0,0,3.0,0.0,0.0,8,12.0,0.0,1.0,0.0,0.0,0.0,-0.1
fordmi01,2022,3,ATL,NL,5,7,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,-0.2
fordmi01,2022,4,LAA,AL,28,91,8,21,4,0,3,5.0,0.0,0.0,8,26.0,0.0,0.0,0.0,0.0,1.0,-0.1
fordmi01,2023,1,SEA,AL,84,219,32,50,6,0,16,34.0,0.0,0.0,24,81.0,0.0,7.0,0.0,1.0,4.0,0.8
fordmi01,2024,1,CIN,NL,17,60,2,9,0,1,1,4.0,0.0,0.0,2,15.0,0.0,0.0,0.0,0.0,1.0,-0.7
forsylo01,2020,1,MIA,NL,13,34,2,4,1,0,1,2.0,0.0,0.0,4,12.0,0.0,0.0,0.0,0.0,0.0,-0.3
forteni01,2021,1,MIA,NL,14,31,6,9,0,0,4,7.0,1.0,0.0,3,8.0,0.0,0.0,0.0,0.0,1.0,0.2
forteni01,2022,1,MIA,NL,72,217,41,50,6,1,9,24.0,5.0,3.0,18,45.0,0.0,5.0,0.0,0.0,5.0,1.2
forteni01,2023,1,MIA,NL,108,294,33,60,10,0,6,26.0,4.0,2.0,17,59.0,0.0,7.0,3.0,2.0,12.0,-0.3
forteni01,2024,1,MIA,NL,110,308,28,70,16,0,4,29.0,0.0,1.0,11,41.0,0.0,4.0,7.0,5.0,6.0,0.2
forteni01,2025,1,MIA,NL,59,129,11,31,6,1,2,10.0,0.0,0.0,7,22.0,0.0,2.0,2.0,1.0,4.0,0.4
forteni01,2025,2,TBA,AL,38,89,8,19,3,0,3,11.0,1.0,0.0,7,25.0,0.0,5.0,0.0,0.0,3.0,0.3
foscuju01,2024,1,TEX,AL,15,42,3,2,1,0,0,1.0,0.0,0.0,2,18.0,0.0,0.0,0.0,0.0,0.0,-0.7
foscuju01,2025,1,TEX,AL,4,9,0,1,1,0,0,2.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,-0.1
fowlede01,2020,1,SLN,NL,31,90,14,21,2,0,4,15.0,1.0,1.0,10,28.0,0.0,1.0,0.0,0.0,2.0,0.0
fowlede01,2021,1,LAA,AL,7,20,3,5,0,0,0,1.0,1.0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,-0.2
fowledu01,2021,1,PIT,NL,18,41,3,7,1,0,0,2.0,1.0,0.0,3,20.0,0.0,1.0,0.0,1.0,0.0,-0.5
foxlu01,2022,1,WAS,NL,10,25,2,2,0,0,0,2.0,1.0,0.0,1,9.0,0.0,0.0,2.0,0.0,1.0,-0.6
fraleja01,2020,1,SEA,AL,7,26,3,4,1,1,0,0.0,2.0,1.0,2,11.0,0.0,1.0,0.0,0.0,0.0,0.0
fraleja01,2021,1,SEA,AL,78,214,27,45,7,0,9,36.0,10.0,2.0,46,71.0,1.0,2.0,1.0,2.0,3.0,1.4
fraleja01,2022,1,CIN,NL,68,216,33,56,9,0,12,28.0,4.0,1.0,26,54.0,1.0,3.0,0.0,2.0,1.0,0.5
fraleja01,2023,1,CIN,NL,111,336,41,86,18,0,15,65.0,21.0,5.0,37,71.0,2.0,6.0,0.0,1.0,5.0,0.8
fraleja01,2024,1,CIN,NL,116,350,44,97,19,2,5,26.0,20.0,5.0,26,70.0,0.0,3.0,0.0,3.0,6.0,0.3
fraleja01,2025,1,CIN,NL,67,168,29,39,8,0,6,23.0,4.0,2.0,24,41.0,1.0,1.0,0.0,0.0,1.0,0.4
fraleja01,2025,2,ATL,NL,9,23,2,7,1,0,0,0.0,0.0,1.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0
francma02,2020,1,KCA,AL,60,223,23,62,16,0,8,38.0,1.0,0.0,16,38.0,1.0,0.0,0.0,4.0,4.0,1.1
francma02,2021,1,BAL,AL,104,377,31,79,22,0,11,47.0,0.0,0.0,20,67.0,0.0,3.0,0.0,3.0,12.0,-1.4
francma02,2022,1,WAS,NL,103,371,31,85,15,0,9,39.0,1.0,0.0,12,75.0,0.0,2.0,0.0,3.0,18.0,-1.2
francty01,2020,1,SDN,NL,20,55,9,17,4,0,2,10.0,0.0,0.0,5,15.0,0.0,1.0,0.0,0.0,1.0,0.5
francty01,2020,2,SEA,AL,23,86,10,26,5,1,2,13.0,0.0,0.0,6,22.0,0.0,2.0,0.0,0.0,2.0,0.5
francty01,2021,1,SEA,AL,152,571,85,166,32,1,18,73.0,0.0,0.0,46,106.0,1.0,27.0,0.0,6.0,13.0,4.2
francty01,2022,1,SEA,AL,140,551,65,151,27,1,20,83.0,0.0,0.0,35,94.0,3.0,21.0,0.0,5.0,18.0,3.0
francty01,2023,1,SEA,AL,158,587,79,147,32,0,12,58.0,1.0,0.0,43,117.0,0.0,34.0,0.0,1.0,25.0,0.9
francty01,2024,1,SEA,AL,88,300,28,67,14,0,8,31.0,0.0,1.0,28,83.0,0.0,11.0,0.0,1.0,11.0,-0.2
francty01,2024,2,CIN,NL,52,179,18,45,10,0,5,20.0,1.0,0.0,10,31.0,0.0,2.0,0.0,4.0,5.0,-0.4
francty01,2025,1,MIN,AL,101,350,41,88,19,0,6,44.0,1.0,0.0,19,63.0,0.0,17.0,0.0,1.0,8.0,0.8
francty01,2025,2,TOR,AL,37,94,9,26,6,0,1,8.0,0.0,0.0,3,20.0,1.0,4.0,0.0,2.0,3.0,0.2
francwa01,2021,1,TBA,AL,70,281,53,81,18,5,7,39.0,2.0,1.0,24,37.0,0.0,2.0,0.0,1.0,2.0,3.5
francwa01,2022,1,TBA,AL,83,314,46,87,20,3,6,33.0,8.0,0.0,26,33.0,1.0,0.0,0.0,4.0,5.0,2.4
francwa01,2023,1,TBA,AL,112,442,65,124,23,6,17,58.0,30.0,10.0,42,69.0,3.0,3.0,0.0,4.0,18.0,5.4
frankse01,2021,1,ARI,NL,4,3,0,0,0,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
fraziad01,2020,1,PIT,NL,58,209,22,48,7,0,7,23.0,1.0,3.0,17,35.0,0.0,3.0,1.0,0.0,3.0,0.8
fraziad01,2021,1,PIT,NL,98,386,58,125,28,4,4,32.0,5.0,4.0,35,46.0,1.0,6.0,0.0,1.0,6.0,3.0
fraziad01,2021,2,SDN,NL,57,191,25,51,8,1,1,11.0,5.0,1.0,13,23.0,1.0,4.0,3.0,0.0,4.0,1.0
fraziad01,2022,1,SEA,AL,156,541,61,129,22,4,3,42.0,11.0,6.0,46,73.0,1.0,5.0,4.0,6.0,15.0,0.9
fraziad01,2023,1,BAL,AL,141,412,59,99,21,2,13,60.0,11.0,4.0,32,68.0,0.0,4.0,4.0,2.0,4.0,1.7
fraziad01,2024,1,KCA,AL,104,262,35,53,10,1,4,22.0,3.0,0.0,22,59.0,0.0,7.0,3.0,0.0,0.0,0.4
fraziad01,2025,1,PIT,NL,78,235,22,60,10,0,3,21.0,7.0,5.0,17,45.0,2.0,6.0,1.0,3.0,8.0,0.3
fraziad01,2025,2,KCA,AL,56,184,21,52,10,0,4,23.0,1.0,1.0,9,36.0,0.0,2.0,0.0,2.0,0.0,1.1
frazicl01,2020,1,NYA,AL,39,131,24,35,6,1,8,26.0,3.0,0.0,25,44.0,0.0,3.0,0.0,1.0,5.0,1.8
frazicl01,2021,1,NYA,AL,66,183,20,34,9,0,5,15.0,2.0,0.0,32,65.0,0.0,3.0,0.0,0.0,8.0,-1.5
frazicl01,2022,1,CHN,NL,19,37,4,8,3,0,0,1.0,1.0,0.0,7,11.0,0.0,1.0,0.0,0.0,1.0,0.0
frazicl01,2023,1,CHA,AL,33,66,10,13,1,1,0,3.0,4.0,2.0,10,23.0,0.0,0.0,0.0,0.0,0.0,-0.3
frazito01,2020,1,TEX,AL,31,108,11,26,7,1,2,7.0,1.0,1.0,10,26.0,0.0,3.0,0.0,0.0,0.0,0.1
frazito01,2020,2,NYN,NL,14,49,5,11,2,0,2,5.0,0.0,0.0,1,16.0,0.0,1.0,0.0,0.0,1.0,0.1
frazito01,2021,1,PIT,NL,13,35,3,3,1,0,0,4.0,0.0,0.0,3,6.0,0.0,2.0,0.0,0.0,1.0,-0.4
freelal01,2025,1,LAN,NL,29,84,10,16,2,1,2,6.0,1.0,0.0,11,35.0,0.0,1.0,1.0,0.0,3.0,0.2
freelky01,2021,1,COL,NL,25,33,3,6,1,0,0,4.0,0.0,0.0,2,17.0,0.0,0.0,4.0,1.0,0.0,0.2
freemco01,2025,1,TEX,AL,36,114,13,26,4,0,3,15.0,1.0,1.0,5,19.0,0.0,0.0,1.0,1.0,3.0,-0.3
freemfr01,2020,1,ATL,NL,60,214,51,73,23,1,13,53.0,2.0,0.0,45,37.0,7.0,3.0,0.0,0.0,6.0,3.3
freemfr01,2021,1,ATL,NL,159,600,120,180,25,2,31,83.0,8.0,3.0,85,107.0,15.0,8.0,0.0,2.0,11.0,4.8
freemfr01,2022,1,LAN,NL,159,612,117,199,47,2,21,100.0,13.0,3.0,84,102.0,12.0,5.0,0.0,7.0,6.0,6.2
freemfr01,2023,1,LAN,NL,161,637,131,211,59,2,29,102.0,23.0,1.0,72,121.0,12.0,16.0,0.0,5.0,14.0,6.8
freemfr01,2024,1,LAN,NL,147,542,81,153,35,2,22,89.0,9.0,2.0,78,100.0,9.0,10.0,0.0,8.0,13.0,4.5
freemfr01,2025,1,LAN,NL,147,556,81,164,39,2,24,90.0,6.0,2.0,60,128.0,7.0,6.0,0.0,5.0,13.0,3.5
freemmi01,2020,1,CLE,AL,24,38,5,9,3,0,0,3.0,0.0,0.0,3,11.0,0.0,1.0,0.0,1.0,0.0,-0.1
freemmi01,2021,1,CIN,NL,37,59,6,11,0,0,0,3.0,1.0,1.0,5,20.0,1.0,1.0,0.0,0.0,1.0,-0.5
freemty01,2022,1,CLE,AL,24,77,9,19,3,0,0,3.0,1.0,0.0,4,11.0,0.0,4.0,0.0,1.0,2.0,-0.3
freemty01,2023,1,CLE,AL,64,153,20,37,7,0,4,18.0,5.0,0.0,10,30.0,0.0,2.0,2.0,1.0,3.0,-0.3
freemty01,2024,1,CLE,AL,118,330,48,69,14,1,7,32.0,11.0,6.0,28,53.0,1.0,19.0,3.0,3.0,15.0,0.9
freemty01,2025,1,COL,NL,110,377,50,106,20,2,2,31.0,18.0,9.0,34,51.0,0.0,11.0,2.0,4.0,10.0,-1.3
frelisa01,2023,1,MIL,NL,57,191,29,47,9,1,3,24.0,7.0,0.0,28,37.0,0.0,1.0,0.0,3.0,2.0,1.1
frelisa01,2024,1,MIL,NL,145,475,66,123,22,4,2,32.0,18.0,3.0,39,78.0,0.0,4.0,2.0,1.0,8.0,2.2
frelisa01,2025,1,MIL,NL,142,528,76,152,20,3,12,63.0,19.0,6.0,47,80.0,0.0,7.0,3.0,5.0,4.0,3.0
friedma01,2021,1,ATL,NL,32,55,7,15,3,0,0,5.0,0.0,0.0,4,18.0,0.0,0.0,8.0,0.0,0.0,0.7
friedtj01,2021,1,CIN,NL,14,31,9,9,1,0,1,2.0,0.0,0.0,4,2.0,0.0,0.0,0.0,1.0,0.0,-0.1
friedtj01,2022,1,CIN,NL,72,225,33,54,10,5,8,25.0,7.0,2.0,20,40.0,0.0,7.0,0.0,6.0,3.0,0.5
friedtj01,2023,1,CIN,NL,138,488,73,136,22,8,18,66.0,27.0,6.0,47,90.0,1.0,10.0,8.0,3.0,0.0,3.6
friedtj01,2024,1,CIN,NL,85,297,35,67,5,1,13,55.0,9.0,1.0,26,52.0,0.0,12.0,2.0,4.0,1.0,0.5
friedtj01,2025,1,CIN,NL,152,579,82,151,22,2,14,53.0,12.0,3.0,81,115.0,0.0,16.0,4.0,5.0,7.0,2.3
fryda01,2023,1,CLE,AL,58,101,12,24,6,0,4,15.0,2.0,0.0,8,30.0,0.0,4.0,0.0,0.0,3.0,0.4
fryda01,2024,1,CLE,AL,122,335,44,88,18,1,14,51.0,4.0,1.0,42,84.0,4.0,9.0,0.0,4.0,13.0,1.4
fryda01,2025,1,CLE,AL,66,146,16,25,4,0,8,23.0,1.0,0.0,9,58.0,0.0,2.0,0.0,0.0,3.0,-0.8
fuentjo01,2020,1,COL,NL,30,98,14,30,7,0,2,17.0,1.0,0.0,2,29.0,0.0,1.0,0.0,2.0,1.0,1.1
fuentjo01,2021,1,COL,NL,95,271,30,61,11,1,7,33.0,0.0,0.0,12,65.0,1.0,0.0,0.0,1.0,5.0,0.3
fulfobr01,2025,1,COL,NL,38,108,11,23,5,2,1,16.0,1.0,0.0,7,36.0,0.0,2.0,0.0,3.0,1.0,-0.2
fulmeca01,2021,1,CIN,NL,20,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fulmemi01,2023,1,CHN,NL,58,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gallaca01,2020,1,KCA,AL,25,53,10,15,5,0,1,3.0,0.0,0.0,6,11.0,0.0,0.0,1.0,0.0,0.0,0.5
gallaca01,2021,1,KCA,AL,48,112,9,28,6,0,1,7.0,0.0,0.0,8,20.0,0.0,0.0,2.0,1.0,2.0,0.5
gallaca01,2022,1,KCA,AL,18,42,1,9,5,0,0,5.0,0.0,0.0,3,13.0,0.0,0.0,2.0,0.0,0.0,-0.2
gallaca01,2023,1,CLE,AL,56,143,6,18,6,0,0,7.0,0.0,0.0,4,46.0,0.0,1.0,0.0,1.0,3.0,-1.1
galleza01,2021,1,ARI,NL,23,32,2,6,2,0,0,3.0,0.0,0.0,1,18.0,0.0,0.0,9.0,0.0,1.0,0.2
gallojo01,2020,1,TEX,AL,57,193,23,35,8,0,10,26.0,2.0,0.0,29,79.0,2.0,4.0,0.0,0.0,0.0,1.6
gallojo01,2021,1,TEX,AL,95,310,57,69,6,1,25,55.0,6.0,0.0,74,125.0,4.0,4.0,0.0,0.0,3.0,4.1
gallojo01,2021,2,NYA,AL,58,188,33,30,7,0,13,22.0,0.0,0.0,37,88.0,1.0,2.0,0.0,1.0,3.0,0.5
gallojo01,2022,1,NYA,AL,82,233,32,37,4,1,12,24.0,2.0,0.0,40,106.0,0.0,0.0,0.0,0.0,0.0,0.0
gallojo01,2022,2,LAN,NL,44,117,16,19,4,1,7,23.0,1.0,0.0,16,57.0,0.0,3.0,0.0,1.0,0.0,0.4
gallojo01,2023,1,MIN,AL,111,282,39,50,9,1,21,40.0,1.0,1.0,48,142.0,1.0,2.0,0.0,0.0,3.0,0.5
gallojo01,2024,1,WAS,NL,76,223,24,36,9,0,10,27.0,3.0,1.0,32,102.0,0.0,4.0,0.0,1.0,1.0,0.2
galvifr01,2020,1,CIN,NL,47,141,18,31,5,0,7,16.0,1.0,1.0,13,30.0,0.0,5.0,0.0,0.0,5.0,0.2
galvifr01,2021,1,BAL,AL,72,249,36,62,12,1,9,26.0,1.0,0.0,18,58.0,1.0,3.0,2.0,1.0,5.0,1.1
galvifr01,2021,2,PHI,NL,32,107,17,24,3,0,5,14.0,0.0,0.0,9,19.0,0.0,2.0,0.0,2.0,1.0,0.2
gamelbe01,2020,1,MIL,NL,40,114,13,27,8,1,3,10.0,0.0,2.0,13,39.0,0.0,0.0,0.0,0.0,4.0,-0.4
gamelbe01,2021,1,CLE,AL,11,14,1,1,1,0,0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,1.0,-0.3
gamelbe01,2021,2,PIT,NL,111,326,42,83,17,3,8,26.0,3.0,6.0,48,99.0,2.0,3.0,2.0,4.0,6.0,0.2
gamelbe01,2022,1,PIT,NL,115,371,42,86,20,2,9,46.0,5.0,1.0,48,98.0,2.0,3.0,0.0,1.0,5.0,0.0
gamelbe01,2023,1,SDN,NL,6,15,2,3,1,0,0,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.2
gamelbe01,2024,1,NYN,NL,18,23,9,5,1,0,0,0.0,1.0,0.0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0
gamelbe01,2024,2,HOU,AL,20,58,13,15,3,0,1,4.0,0.0,0.0,11,17.0,1.0,0.0,0.0,0.0,0.0,0.2
gantjo01,2021,1,SLN,NL,25,13,0,0,0,0,0,0.0,0.0,0.0,0,8.0,0.0,0.0,5.0,0.0,0.0,-0.2
garciad02,2020,1,TEX,AL,3,6,0,0,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
garciad02,2021,1,TEX,AL,149,581,77,141,26,2,31,90.0,16.0,5.0,32,194.0,0.0,5.0,0.0,4.0,15.0,3.9
garciad02,2022,1,TEX,AL,156,605,88,151,34,5,27,101.0,25.0,6.0,40,183.0,2.0,6.0,0.0,6.0,9.0,3.7
garciad02,2023,1,TEX,AL,148,555,108,136,29,0,39,107.0,9.0,1.0,65,175.0,0.0,6.0,0.0,6.0,12.0,4.5
garciad02,2024,1,TEX,AL,154,580,68,130,27,0,25,85.0,11.0,5.0,45,177.0,2.0,6.0,0.0,6.0,12.0,0.7
garciad02,2025,1,TEX,AL,135,507,58,115,28,0,19,75.0,13.0,4.0,28,135.0,1.0,5.0,0.0,7.0,9.0,2.7
garciar01,2021,1,OAK,AL,32,88,8,18,1,0,3,7.0,0.0,0.0,1,28.0,0.0,3.0,2.0,0.0,4.0,-0.4
garciar01,2022,1,CIN,NL,47,108,6,23,2,0,1,4.0,0.0,1.0,3,34.0,0.0,2.0,2.0,0.0,4.0,-0.8
garciar01,2024,1,PHI,NL,3,7,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,1.0,-0.1
garciar01,2025,1,ARI,NL,2,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,-0.1
garciav01,2020,1,MIL,NL,53,181,20,43,10,0,2,15.0,1.0,3.0,20,49.0,2.0,6.0,0.0,0.0,2.0,-0.3
garciav01,2021,1,MIL,NL,135,461,68,121,18,0,29,86.0,8.0,4.0,38,121.0,5.0,11.0,0.0,5.0,12.0,3.1
garciav01,2022,1,MIA,NL,98,357,31,80,9,0,8,35.0,4.0,0.0,17,109.0,0.0,4.0,0.0,2.0,12.0,-1.1
garciav01,2023,1,MIA,NL,37,108,8,20,3,1,3,12.0,2.0,0.0,6,39.0,1.0,2.0,0.0,0.0,1.0,-0.6
garciav01,2024,1,MIA,NL,18,50,4,12,1,0,2,2.0,0.0,0.0,1,13.0,0.0,0.0,0.0,0.0,4.0,-0.2
garcide02,2022,1,OAK,AL,39,116,13,24,6,0,5,20.0,0.0,0.0,8,55.0,0.0,1.0,0.0,0.0,1.0,0.5
garcigr01,2020,1,SDN,NL,35,60,6,12,3,0,0,11.0,1.0,0.0,7,18.0,0.0,0.0,3.0,1.0,0.0,-0.2
garcija04,2021,1,SFN,NL,58,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
garcijh01,2025,1,BOS,AL,5,7,0,1,1,0,0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0
garcijo02,2020,1,CIN,NL,24,67,4,13,0,0,0,2.0,1.0,1.0,1,26.0,0.0,0.0,0.0,0.0,1.0,-0.7
garcijo02,2021,1,CIN,NL,21,50,4,10,4,1,0,3.0,1.0,0.0,3,17.0,0.0,3.0,0.0,0.0,2.0,0.1
garcijo02,2022,1,CIN,NL,48,165,13,25,3,0,2,10.0,4.0,1.0,9,76.0,0.0,0.0,0.0,0.0,4.0,-1.6
garcijo02,2023,1,CIN,NL,46,133,15,29,8,0,2,17.0,3.0,2.0,15,44.0,0.0,0.0,0.0,1.0,1.0,-0.5
