playerID,awardID,yearID,lgID,tie,notes
altuvjo01,Silver Slugger,2022,AL,,2B
altuvjo01,Silver Slugger,2024,AL,,2B
alvarpe01,Silver Slugger,2013,NL,,3B
alvaryo01,ALCS MVP,2021,AL,,
alvaryo01,Silver Slugger,2022,AL,,DH
amaroru01,Gold Glove,1964,NL,,SS
anderga01,Silver Slugger,2002,AL,,OF
anderga01,Silver Slugger,2003,AL,,OF
anderti01,Silver Slugger,2020,AL,,SS
andujjo01,Gold Glove,1984,NL,,P
aparilu01,Gold Glove,1958,AL,,SS
aparilu01,Gold Glove,1959,AL,,SS
aparilu01,Gold Glove,1960,AL,,SS
aparilu01,Gold Glove,1961,AL,,SS
aparilu01,Gold Glove,1962,AL,,SS
aparilu01,Gold Glove,1964,AL,,SS
aparilu01,Gold Glove,1966,AL,,SS
aparilu01,Gold Glove,1968,AL,,SS
aparilu01,Gold Glove,1970,AL,,SS
arenano01,Gold Glove,2013,NL,,3B
arenano01,Gold Glove,2014,NL,,3B
arenano01,Gold Glove,2015,NL,,3B
arenano01,Gold Glove,2016,NL,,3B
arenano01,Gold Glove,2017,NL,,3B
arenano01,Gold Glove,2018,NL,,3B
arenano01,Gold Glove,2019,NL,,3B
arenano01,Gold Glove,2020,NL,,3B
arenano01,Gold Glove,2021,NL,,3B
arenano01,Gold Glove,2022,NL,,3B
arenano01,Silver Slugger,2015,NL,,3B
arenano01,Silver Slugger,2016,NL,,3B
arenano01,Silver Slugger,2017,NL,,3B
arenano01,Silver Slugger,2018,NL,,3B
arenano01,Silver Slugger,2022,NL,,3B
armasto01,Silver Slugger,1984,AL,,OF
arozara01,ALCS MVP,2020,AL,,
arraelu01,Silver Slugger,2022,AL,,UT
arraelu01,Silver Slugger,2023,NL,,2B
arrieja01,Cy Young Award,2015,NL,,
arrieja01,Silver Slugger,2016,NL,,P
arroybr01,Gold Glove,2010,NL,,P
aurilri01,Silver Slugger,2001,NL,,SS
ausmubr01,Gold Glove,2001,NL,,C
ausmubr01,Gold Glove,2002,NL,,C
ausmubr01,Gold Glove,2006,NL,,C
averyst01,NLCS MVP,1991,NL,,
avilaal01,Silver Slugger,2011,AL,,C
aybarer01,Gold Glove,2011,AL,,SS
baderha01,Gold Glove,2021,NL,,RF
baergca01,Silver Slugger,1993,AL,,2B
baergca01,Silver Slugger,1994,AL,,2B
baezja01,Gold Glove,2020,NL,,SS
baezja01,NLCS MVP,2016,NL,Y,Co-MVP
baezja01,Silver Slugger,2018,NL,,2B
bagweje01,Gold Glove,1994,NL,,1B
bagweje01,Most Valuable Player,1994,NL,,
bagweje01,Silver Slugger,1994,NL,,1B
bagweje01,Silver Slugger,1997,NL,,1B
bagweje01,Silver Slugger,1999,NL,,1B
bailepa01,Gold Glove,2024,NL,,C
bailepa01,Gold Glove,2025,NL,,C
baineha01,Silver Slugger,1989,AL,,DH
bakerdu01,Gold Glove,1981,NL,,OF
bakerdu01,NLCS MVP,1977,NL,,
bakerdu01,Silver Slugger,1980,NL,,OF
bakerdu01,Silver Slugger,1981,NL,,OF
bankser01,Gold Glove,1960,NL,,SS
bankser01,Most Valuable Player,1958,NL,,
bankser01,Most Valuable Player,1959,NL,,
barfije01,Gold Glove,1986,AL,,OF
barfije01,Gold Glove,1987,AL,,OF
barfije01,Silver Slugger,1986,AL,,OF
barneda01,Gold Glove,2012,NL,,2B
barnhtu01,Gold Glove,2017,NL,,C
barnhtu01,Gold Glove,2020,NL,,C
barrema02,ALCS MVP,1986,AL,,
barremi01,Silver Slugger,2005,NL,,C
batteea01,Gold Glove,1960,AL,,C
batteea01,Gold Glove,1961,AL,,C
batteea01,Gold Glove,1962,AL,,C
bauertr01,Cy Young Award,2020,NL,,
bautijo02,Silver Slugger,2010,AL,,OF
bautijo02,Silver Slugger,2011,AL,,OF
bautijo02,Silver Slugger,2014,AL,,OF
bayja01,Silver Slugger,2009,AL,,OF
baylodo01,Most Valuable Player,1979,AL,,
baylodo01,Silver Slugger,1983,AL,,DH
baylodo01,Silver Slugger,1985,AL,,DH
baylodo01,Silver Slugger,1986,AL,,DH
beckegl01,Gold Glove,1968,NL,,2B
beckejo02,ALCS MVP,2007,AL,,
beckejo02,World Series MVP,2003,ML,,
bedrost01,Cy Young Award,1987,NL,,
belanma01,Gold Glove,1969,AL,,SS
belanma01,Gold Glove,1971,AL,,SS
belanma01,Gold Glove,1973,AL,,SS
belanma01,Gold Glove,1974,AL,,SS
belanma01,Gold Glove,1975,AL,,SS
belanma01,Gold Glove,1976,AL,,SS
belanma01,Gold Glove,1977,AL,,SS
belanma01,Gold Glove,1978,AL,,SS
bellbu01,Gold Glove,1979,AL,,3B
bellbu01,Gold Glove,1980,AL,,3B
bellbu01,Gold Glove,1981,AL,,3B
bellbu01,Gold Glove,1982,AL,,3B
bellbu01,Gold Glove,1983,AL,,3B
bellbu01,Gold Glove,1984,AL,,3B
bellbu01,Silver Slugger,1984,AL,,3B
belleal01,Silver Slugger,1993,AL,,OF
belleal01,Silver Slugger,1994,AL,,OF
belleal01,Silver Slugger,1995,AL,,OF
belleal01,Silver Slugger,1996,AL,,OF
belleal01,Silver Slugger,1998,AL,,OF
bellge02,Most Valuable Player,1987,AL,,
bellge02,Silver Slugger,1985,AL,,OF
bellge02,Silver Slugger,1986,AL,,OF
bellge02,Silver Slugger,1987,AL,,OF
bellico01,Gold Glove,2019,NL,,CF
bellico01,Most Valuable Player,2019,NL,,
bellico01,NLCS MVP,2018,NL,,
bellico01,Silver Slugger,2019,NL,,OF
bellico01,Silver Slugger,2023,NL,,UT
bellja01,Gold Glove,1993,NL,,SS
bellja01,Silver Slugger,1993,NL,,SS
belljo02,Silver Slugger,2022,NL,,DH
beltrad01,Gold Glove,2007,AL,,3B
beltrad01,Gold Glove,2008,AL,,3B
beltrad01,Gold Glove,2011,AL,,3B
beltrad01,Gold Glove,2012,AL,,3B
beltrad01,Gold Glove,2016,AL,,3B
beltrad01,Silver Slugger,2004,NL,,3B
beltrad01,Silver Slugger,2010,AL,,3B
beltrad01,Silver Slugger,2011,AL,,3B
beltrad01,Silver Slugger,2014,AL,,3B
beltrca01,Gold Glove,2006,NL,,OF
beltrca01,Gold Glove,2007,NL,,OF
beltrca01,Gold Glove,2008,NL,,OF
beltrca01,Silver Slugger,2006,NL,,OF
beltrca01,Silver Slugger,2007,NL,,OF
benchjo01,Gold Glove,1968,NL,,C
benchjo01,Gold Glove,1969,NL,,C
benchjo01,Gold Glove,1970,NL,,C
benchjo01,Gold Glove,1971,NL,,C
benchjo01,Gold Glove,1972,NL,,C
benchjo01,Gold Glove,1973,NL,,C
benchjo01,Gold Glove,1974,NL,,C
benchjo01,Gold Glove,1975,NL,,C
benchjo01,Gold Glove,1976,NL,,C
benchjo01,Gold Glove,1977,NL,,C
benchjo01,Most Valuable Player,1970,NL,,
benchjo01,Most Valuable Player,1972,NL,,
benchjo01,World Series MVP,1976,ML,,
beninan01,Gold Glove,2021,AL,,RF
beniqju01,Gold Glove,1977,AL,,OF
berrayo01,Most Valuable Player,1951,AL,,
berrayo01,Most Valuable Player,1954,AL,,
berrayo01,Most Valuable Player,1955,AL,,
berrijo01,Gold Glove,2023,AL,,P
berryke01,Gold Glove,1970,AL,,OF
berryke01,Gold Glove,1972,AL,,OF
bettsmo01,Gold Glove,2016,AL,,OF
bettsmo01,Gold Glove,2017,AL,,RF
bettsmo01,Gold Glove,2018,AL,,RF
bettsmo01,Gold Glove,2019,AL,,RF
bettsmo01,Gold Glove,2020,NL,,RF
bettsmo01,Gold Glove,2022,NL,,OF
bettsmo01,Most Valuable Player,2018,AL,,
bettsmo01,Silver Slugger,2016,AL,,OF
bettsmo01,Silver Slugger,2018,AL,,OF
bettsmo01,Silver Slugger,2019,AL,,OF
bettsmo01,Silver Slugger,2020,NL,,OF
bettsmo01,Silver Slugger,2022,NL,,OF
bettsmo01,Silver Slugger,2023,NL,,OF
bicheda01,Silver Slugger,1995,NL,,OF
biebesh01,Cy Young Award,2020,AL,,
biebesh01,Gold Glove,2022,AL,,P
biggicr01,Gold Glove,1994,NL,,2B
biggicr01,Gold Glove,1995,NL,,2B
biggicr01,Gold Glove,1996,NL,,2B
biggicr01,Gold Glove,1997,NL,,2B
biggicr01,Silver Slugger,1989,NL,,C
biggicr01,Silver Slugger,1994,NL,,2B
biggicr01,Silver Slugger,1995,NL,,2B
biggicr01,Silver Slugger,1997,NL,,2B
biggicr01,Silver Slugger,1998,NL,,2B
blackch02,Silver Slugger,2016,NL,,OF
blackch02,Silver Slugger,2017,NL,,OF
blairpa01,Gold Glove,1967,AL,,OF
blairpa01,Gold Glove,1969,AL,,OF
blairpa01,Gold Glove,1970,AL,,OF
blairpa01,Gold Glove,1971,AL,,OF
blairpa01,Gold Glove,1972,AL,,OF
blairpa01,Gold Glove,1973,AL,,OF
blairpa01,Gold Glove,1974,AL,,OF
blairpa01,Gold Glove,1975,AL,,OF
blausje01,Silver Slugger,1997,NL,,SS
bluevi01,Cy Young Award,1971,AL,,
bluevi01,Most Valuable Player,1971,AL,,
boddimi01,ALCS MVP,1983,AL,,
boddimi01,Gold Glove,1990,AL,,P
bogaexa01,Silver Slugger,2015,AL,,SS
bogaexa01,Silver Slugger,2016,AL,,SS
bogaexa01,Silver Slugger,2019,AL,,SS
bogaexa01,Silver Slugger,2021,AL,,SS
bogaexa01,Silver Slugger,2022,AL,,SS
boggswa01,Gold Glove,1994,AL,,3B
boggswa01,Gold Glove,1995,AL,,3B
boggswa01,Silver Slugger,1983,AL,,3B
boggswa01,Silver Slugger,1986,AL,,3B
boggswa01,Silver Slugger,1987,AL,,3B
boggswa01,Silver Slugger,1988,AL,,3B
boggswa01,Silver Slugger,1989,AL,,3B
boggswa01,Silver Slugger,1991,AL,,3B
boggswa01,Silver Slugger,1993,AL,,3B
boggswa01,Silver Slugger,1994,AL,,3B
bollifr01,Gold Glove,1958,AL,,2B
bondsba01,Gold Glove,1990,NL,,OF
bondsba01,Gold Glove,1991,NL,,OF
bondsba01,Gold Glove,1992,NL,,OF
bondsba01,Gold Glove,1993,NL,,OF
bondsba01,Gold Glove,1994,NL,,OF
bondsba01,Gold Glove,1996,NL,,OF
bondsba01,Gold Glove,1997,NL,,OF
bondsba01,Gold Glove,1998,NL,,OF
bondsba01,Most Valuable Player,1990,NL,,
bondsba01,Most Valuable Player,1992,NL,,
bondsba01,Most Valuable Player,1993,NL,,
bondsba01,Most Valuable Player,2001,NL,,
bondsba01,Most Valuable Player,2002,NL,,
bondsba01,Most Valuable Player,2003,NL,,
bondsba01,Most Valuable Player,2004,NL,,
bondsba01,Silver Slugger,1990,NL,,OF
bondsba01,Silver Slugger,1991,NL,,OF
bondsba01,Silver Slugger,1992,NL,,OF
bondsba01,Silver Slugger,1993,NL,,OF
bondsba01,Silver Slugger,1994,NL,,OF
bondsba01,Silver Slugger,1996,NL,,OF
bondsba01,Silver Slugger,1997,NL,,OF
bondsba01,Silver Slugger,2000,NL,,OF
bondsba01,Silver Slugger,2001,NL,,OF
bondsba01,Silver Slugger,2002,NL,,OF
bondsba01,Silver Slugger,2003,NL,,OF
bondsba01,Silver Slugger,2004,NL,,OF
bondsbo01,Gold Glove,1971,NL,,OF
bondsbo01,Gold Glove,1973,NL,,OF
bondsbo01,Gold Glove,1974,NL,,OF
bonilbo01,Silver Slugger,1988,NL,,3B
bonilbo01,Silver Slugger,1990,NL,,OF
bonilbo01,Silver Slugger,1991,NL,,OF
boonebo01,Gold Glove,1978,NL,,C
boonebo01,Gold Glove,1979,NL,,C
boonebo01,Gold Glove,1982,AL,,C
boonebo01,Gold Glove,1986,AL,,C
boonebo01,Gold Glove,1987,AL,,C
boonebo01,Gold Glove,1988,AL,,C
boonebo01,Gold Glove,1989,AL,,C
boonebr01,Gold Glove,1998,NL,,2B
boonebr01,Gold Glove,2002,AL,,2B
boonebr01,Gold Glove,2003,AL,,2B
boonebr01,Gold Glove,2004,AL,,2B
boonebr01,Silver Slugger,2001,AL,,2B
boonebr01,Silver Slugger,2003,AL,,2B
bordepa01,World Series MVP,1992,ML,,
bottoji01,Most Valuable Player,1928,NL,,
boudrlo01,Most Valuable Player,1948,AL,,
bournmi01,Gold Glove,2009,NL,,OF
bournmi01,Gold Glove,2010,NL,,OF
bowala01,Gold Glove,1972,NL,,SS
bowala01,Gold Glove,1978,NL,,SS
boyercl02,Gold Glove,1969,NL,,3B
boyerke01,Gold Glove,1958,NL,,3B
boyerke01,Gold Glove,1959,NL,,3B
boyerke01,Gold Glove,1960,NL,,3B
boyerke01,Gold Glove,1961,NL,,3B
boyerke01,Gold Glove,1963,NL,,3B
boyerke01,Most Valuable Player,1964,NL,,
bradlja02,ALCS MVP,2018,AL,,
bradlja02,Gold Glove,2018,AL,,CF
brandja01,Gold Glove,1959,NL,,LF
brantmi02,Silver Slugger,2014,AL,,OF
braunry02,Most Valuable Player,2011,NL,,
braunry02,Silver Slugger,2008,NL,,OF
braunry02,Silver Slugger,2009,NL,,OF
braunry02,Silver Slugger,2010,NL,,OF
braunry02,Silver Slugger,2011,NL,,OF
braunry02,Silver Slugger,2012,NL,,OF
bregmal01,Gold Glove,2024,AL,,3B
bregmal01,Silver Slugger,2019,AL,,3B
brettge01,ALCS MVP,1985,AL,,
brettge01,Gold Glove,1985,AL,,3B
brettge01,Most Valuable Player,1980,AL,,
brettge01,Silver Slugger,1980,AL,,3B
brettge01,Silver Slugger,1985,AL,,3B
brettge01,Silver Slugger,1988,AL,,1B
brinked01,Gold Glove,1972,AL,,SS
brookhu01,Silver Slugger,1985,NL,,SS
brookhu01,Silver Slugger,1986,NL,,SS
brosisc01,Gold Glove,1999,AL,,3B
brosisc01,World Series MVP,1998,ML,,
bruceja01,Silver Slugger,2012,NL,,OF
bruceja01,Silver Slugger,2013,NL,,OF
bryankr01,Most Valuable Player,2016,NL,,
buehrma01,Gold Glove,2009,AL,,P
buehrma01,Gold Glove,2010,AL,,P
buehrma01,Gold Glove,2011,AL,,P
buehrma01,Gold Glove,2012,NL,,P
buhneja01,Gold Glove,1996,AL,,OF
bumgama01,NLCS MVP,2014,NL,,
bumgama01,Silver Slugger,2014,NL,,P
bumgama01,Silver Slugger,2015,NL,,P
bumgama01,World Series MVP,2014,ML,,
burdele01,World Series MVP,1957,ML,,
burksel01,Gold Glove,1990,AL,,OF
burksel01,Silver Slugger,1990,AL,,OF
burksel01,Silver Slugger,1996,NL,,OF
burleri01,Gold Glove,1979,AL,,SS
burleri01,Silver Slugger,1981,AL,,SS
burneco01,Cy Young Award,2021,NL,,
burnsge02,Most Valuable Player,1926,AL,,
burroje01,Most Valuable Player,1974,AL,,
butlebi03,Silver Slugger,2012,AL,,DH
buxtoby01,Gold Glove,2017,AL,,CF
buxtoby01,Silver Slugger,2025,AL,,OF
cabreas01,Silver Slugger,2011,AL,,SS
cabremi01,Most Valuable Player,2012,AL,,
cabremi01,Most Valuable Player,2013,AL,,
cabremi01,Silver Slugger,2005,NL,,OF
cabremi01,Silver Slugger,2006,NL,,3B
cabremi01,Silver Slugger,2010,AL,,1B
cabremi01,Silver Slugger,2012,AL,,3B
cabremi01,Silver Slugger,2013,AL,,3B
cabremi01,Silver Slugger,2015,AL,,1B
cabremi01,Silver Slugger,2016,AL,,1B
cabreor01,Gold Glove,2001,NL,,SS
cabreor01,Gold Glove,2007,AL,,SS
cainlo01,ALCS MVP,2014,AL,,
cainlo01,Gold Glove,2019,NL,,LF
calhoko01,Gold Glove,2015,AL,,RF
camermi01,Gold Glove,2001,AL,,OF
camermi01,Gold Glove,2003,AL,,OF
camermi01,Gold Glove,2006,NL,,OF
camildo01,Most Valuable Player,1941,NL,,
caminke01,Gold Glove,1995,NL,,3B
caminke01,Gold Glove,1996,NL,,3B
caminke01,Gold Glove,1997,NL,,3B
caminke01,Most Valuable Player,1996,NL,,
caminke01,Silver Slugger,1996,NL,,3B
camparo01,Most Valuable Player,1951,NL,,
camparo01,Most Valuable Player,1953,NL,,
camparo01,Most Valuable Player,1955,NL,,
cannigr01,Gold Glove,2020,AL,,P
canoro01,Gold Glove,2010,AL,,2B
canoro01,Gold Glove,2012,AL,,2B
canoro01,Silver Slugger,2006,AL,,2B
canoro01,Silver Slugger,2010,AL,,2B
canoro01,Silver Slugger,2011,AL,,2B
canoro01,Silver Slugger,2012,AL,,2B
canoro01,Silver Slugger,2013,AL,,2B
cansejo01,Most Valuable Player,1988,AL,,
cansejo01,Silver Slugger,1988,AL,,OF
cansejo01,Silver Slugger,1990,AL,,OF
cansejo01,Silver Slugger,1991,AL,,OF
cansejo01,Silver Slugger,1998,AL,,DH
cardele01,Gold Glove,1965,NL,,SS
carewro01,Most Valuable Player,1977,AL,,
carltst01,Cy Young Award,1972,NL,,
carltst01,Cy Young Award,1977,NL,,
carltst01,Cy Young Award,1980,NL,,
carltst01,Cy Young Award,1982,NL,,
carltst01,Gold Glove,1981,NL,,P
carpech01,Cy Young Award,2005,NL,,
carpema01,Silver Slugger,2013,NL,,2B
carroco02,Silver Slugger,2025,NL,,OF
cartega01,Gold Glove,1980,NL,,C
cartega01,Gold Glove,1981,NL,,C
cartega01,Gold Glove,1982,NL,,C
cartega01,Silver Slugger,1981,NL,,C
cartega01,Silver Slugger,1982,NL,,C
cartega01,Silver Slugger,1984,NL,,C
cartega01,Silver Slugger,1985,NL,,C
cartega01,Silver Slugger,1986,NL,,C
cartejo01,Silver Slugger,1991,AL,,OF
cartejo01,Silver Slugger,1992,AL,,OF
casteni01,Silver Slugger,2021,NL,,OF
castilu01,Gold Glove,2003,NL,,2B
castilu01,Gold Glove,2004,NL,,2B
castilu01,Gold Glove,2005,NL,,2B
castivi02,Silver Slugger,1995,NL,,3B
castivi02,Silver Slugger,1997,NL,,3B
castivi02,Silver Slugger,1998,NL,,3B
cavarph01,Most Valuable Player,1945,NL,,
cedence01,Gold Glove,1972,NL,,OF
cedence01,Gold Glove,1973,NL,,OF
cedence01,Gold Glove,1974,NL,,OF
cedence01,Gold Glove,1975,NL,,OF
cedence01,Gold Glove,1976,NL,,OF
cepedor01,Most Valuable Player,1967,NL,,
cespeyo01,Gold Glove,2015,AL,,LF
cespeyo01,Silver Slugger,2016,NL,,OF
ceyro01,World Series MVP,1981,ML,Y,
chambch01,Gold Glove,1978,AL,,1B
chancde01,Cy Young Award,1964,ML,,
chandsp01,Most Valuable Player,1943,AL,,
chapmma01,Gold Glove,2018,AL,,3B
chapmma01,Gold Glove,2019,AL,,3B
chapmma01,Gold Glove,2021,AL,,3B
chapmma01,Gold Glove,2023,AL,,3B
chapmma01,Gold Glove,2024,NL,,3B
chaveer01,Gold Glove,2001,AL,,3B
chaveer01,Gold Glove,2002,AL,,3B
chaveer01,Gold Glove,2003,AL,,3B
chaveer01,Gold Glove,2004,AL,,3B
chaveer01,Gold Glove,2005,AL,,3B
chaveer01,Gold Glove,2006,AL,,3B
chaveer01,Silver Slugger,2002,AL,,3B
chishja01,Silver Slugger,2025,AL,,2B
clarkja01,Silver Slugger,1985,NL,,1B
clarkja01,Silver Slugger,1987,NL,,1B
clarkwi02,Gold Glove,1991,NL,,1B
clarkwi02,NLCS MVP,1989,NL,,
clarkwi02,Silver Slugger,1989,NL,,1B
clarkwi02,Silver Slugger,1991,NL,,1B
clemero01,Gold Glove,1961,NL,,OF
clemero01,Gold Glove,1962,NL,,OF
clemero01,Gold Glove,1963,NL,,OF
clemero01,Gold Glove,1964,NL,,OF
clemero01,Gold Glove,1965,NL,,OF
clemero01,Gold Glove,1966,NL,,OF
clemero01,Gold Glove,1967,NL,,OF
clemero01,Gold Glove,1968,NL,,OF
clemero01,Gold Glove,1969,NL,,OF
clemero01,Gold Glove,1970,NL,,OF
clemero01,Gold Glove,1971,NL,,OF
clemero01,Gold Glove,1972,NL,,OF
clemero01,Most Valuable Player,1966,NL,,
clemero01,World Series MVP,1971,ML,,
clemero02,Cy Young Award,1986,AL,,
clemero02,Cy Young Award,1987,AL,,
clemero02,Cy Young Award,1991,AL,,
clemero02,Cy Young Award,1997,AL,,
clemero02,Cy Young Award,1998,AL,,
clemero02,Cy Young Award,2001,AL,,
clemero02,Cy Young Award,2004,NL,,
clemero02,Most Valuable Player,1986,AL,,
clenddo01,World Series MVP,1969,ML,,
cobbty01,Most Valuable Player,1911,AL,,
cochrmi01,Most Valuable Player,1928,AL,,
cochrmi01,Most Valuable Player,1934,AL,,
colege01,Cy Young Award,2023,AL,,
collied01,Most Valuable Player,1914,AL,,
colonba01,Cy Young Award,2005,AL,,
conceda01,Gold Glove,1974,NL,,SS
conceda01,Gold Glove,1975,NL,,SS
conceda01,Gold Glove,1976,NL,,SS
conceda01,Gold Glove,1977,NL,,SS
conceda01,Gold Glove,1979,NL,,SS
conceda01,Silver Slugger,1981,NL,,SS
conceda01,Silver Slugger,1982,NL,,SS
coneda01,Cy Young Award,1994,AL,,
contrwi02,Silver Slugger,2023,NL,,C
contrwi02,Silver Slugger,2024,NL,,C
coopece01,Gold Glove,1979,AL,,1B
coopece01,Gold Glove,1980,AL,,1B
coopece01,Silver Slugger,1980,AL,,1B
coopece01,Silver Slugger,1981,AL,,1B
coopece01,Silver Slugger,1982,AL,,1B
coopemo01,Most Valuable Player,1942,NL,,
cordewi01,Silver Slugger,1994,NL,,SS
correca01,Gold Glove,2021,AL,,SS
counscr01,NLCS MVP,2001,NL,,
cowenal01,Gold Glove,1977,AL,,OF
crandde01,Gold Glove,1958,NL,,C
crandde01,Gold Glove,1959,NL,,C
crandde01,Gold Glove,1960,NL,,C
crandde01,Gold Glove,1962,NL,,C
crawfbr01,Gold Glove,2015,NL,,SS
crawfbr01,Gold Glove,2016,NL,,SS
crawfbr01,Gold Glove,2017,NL,,SS
crawfbr01,Gold Glove,2021,NL,,SS
crawfbr01,Silver Slugger,2015,NL,,SS
crawfca02,Gold Glove,2010,AL,,OF
crawfca02,Silver Slugger,2010,AL,,OF
crawfjp01,Gold Glove,2020,AL,,SS
credejo01,Silver Slugger,2006,AL,,3B
crowape01,Gold Glove,2025,NL,,CF
cruzjo01,Silver Slugger,1983,NL,,OF
cruzjo01,Silver Slugger,1984,NL,,OF
cruzjo02,Gold Glove,2003,NL,,OF
cruzne02,ALCS MVP,2011,AL,,
cruzne02,Silver Slugger,2015,AL,,OF
cruzne02,Silver Slugger,2017,AL,,DH
cruzne02,Silver Slugger,2019,AL,,DH
cruzne02,Silver Slugger,2020,AL,,DH
cuddymi01,Silver Slugger,2013,NL,,OF
cuellmi01,Cy Young Award,1969,AL,Y,
darliro01,Gold Glove,1989,NL,,P
darnatr01,Silver Slugger,2020,NL,,C
daubeja01,Most Valuable Player,1913,NL,,
daultda01,Silver Slugger,1992,NL,,C
davalvi01,Gold Glove,1964,AL,,OF
davenji01,Gold Glove,1962,NL,,3B
davisch02,Silver Slugger,2013,AL,,1B
daviser01,Gold Glove,1987,NL,,OF
daviser01,Gold Glove,1988,NL,,OF
daviser01,Gold Glove,1989,NL,,OF
daviser01,Silver Slugger,1987,NL,,OF
daviser01,Silver Slugger,1989,NL,,OF
davisgl01,Silver Slugger,1986,NL,,1B
davisjo02,Gold Glove,1986,NL,,C
davisma01,Cy Young Award,1989,NL,,
daviswi02,Gold Glove,1971,NL,,OF
daviswi02,Gold Glove,1972,NL,,OF
daviswi02,Gold Glove,1973,NL,,OF
dawsoan01,Gold Glove,1980,NL,,OF
dawsoan01,Gold Glove,1981,NL,,OF
dawsoan01,Gold Glove,1982,NL,,OF
dawsoan01,Gold Glove,1983,NL,,OF
dawsoan01,Gold Glove,1984,NL,,OF
dawsoan01,Gold Glove,1985,NL,,OF
dawsoan01,Gold Glove,1987,NL,,OF
dawsoan01,Gold Glove,1988,NL,,OF
dawsoan01,Most Valuable Player,1987,NL,,
dawsoan01,Silver Slugger,1980,NL,,OF
dawsoan01,Silver Slugger,1981,NL,,OF
dawsoan01,Silver Slugger,1983,NL,,OF
dawsoan01,Silver Slugger,1987,NL,,OF
deandi01,Most Valuable Player,1934,NL,,
decindo01,Silver Slugger,1982,AL,,3B
degroja01,Cy Young Award,2018,NL,,
degroja01,Cy Young Award,2019,NL,,
delgaca01,Silver Slugger,1999,AL,,1B
delgaca01,Silver Slugger,2000,AL,,1B
delgaca01,Silver Slugger,2003,AL,,1B
dempsri01,World Series MVP,1983,ML,,
dennyjo01,Cy Young Award,1983,NL,,
dentbu01,World Series MVP,1978,ML,,
dernibo01,Gold Glove,1984,NL,,OF
desmoia01,Silver Slugger,2012,NL,,SS
desmoia01,Silver Slugger,2013,NL,,SS
desmoia01,Silver Slugger,2014,NL,,SS
devermi01,NLCS MVP,1995,NL,,
deverra01,Silver Slugger,2021,AL,,3B
deverra01,Silver Slugger,2023,AL,,3B
diazya01,Silver Slugger,2023,AL,,1B
dibblro01,NLCS MVP,1990,NL,,
dickeco01,Gold Glove,2018,NL,,LF
dickera01,Cy Young Award,2012,NL,,
dickera01,Gold Glove,2013,AL,,P
dimagjo01,Most Valuable Player,1939,AL,,
dimagjo01,Most Valuable Player,1941,AL,,
dimagjo01,Most Valuable Player,1947,AL,,
dingldi01,Gold Glove,2025,AL,,C
donaljo02,Most Valuable Player,2015,AL,,
donaljo02,Silver Slugger,2015,AL,,3B
